imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0092105,Due tipi incorreggibili,Tough Guys,1986,4/24/1987,"Comedy, Crime",104,USA,English,Jeff Kanew,"James Orr, Jim Cruickshank",Touchstone Pictures,"Burt Lancaster, Kirk Douglas, Charles Durning, Alexis Smith, Dana Carvey, Darlanne Fluegel, Eli Wallach, Monty Ash, Billy Barty, Simmy Bow, Darlene Conley, Nathan Davis, Matthew Faison, Corkey Ford, Rick Garcia",Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.,6.3,6456,"$10,000,000 ","$21,458,229 ",21458229.00,54,33,20
tt0099615,Il boss e la matricola,The Freshman,1990,7/27/1990,"Comedy, Crime",102,USA,"English, Italian, German, French",Andrew Bergman,Andrew Bergman,TriStar Pictures,"Marlon Brando, Matthew Broderick, Bruno Kirby, Penelope Ann Miller, Frank Whaley, Jon Polito, Paul Benedict, Richard Gant, Kenneth Welsh, Pamela Payton-Wright, BD Wong, Maximilian Schell, Bert Parks, Tex Konig, Leonardo Cimino","An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.",6.4,18407,"$12,000,000 ","$21,460,601 ",21460601.00,78,62,37
tt0095593,Una vedova allegra... ma non troppo,Married to the Mob,1988,5/19/1989,"Comedy, Crime, Romance",104,USA,English,Jonathan Demme,"Barry Strugatz, Mark R. Burns",Orion Pictures,"Paul Lazar, Alec Baldwin, Captain Haggerty, Marlene Willoughby, Frank Aquilino, Charles Napier, Michelle Pfeiffer, Joan Cusack, Ellen Foley, O-Lan Jones, Mercedes Ruehl, Jason Allen, Diane Puccerella, Suzanne Puccerella, Anthony J. Nici","An undercover FBI agent falls in love with a recently widowed mafia wife, who is trying to restart her life following her husband's murder while being pursued by a libidinous mafia kingpin seeking to claim her for himself.",6.2,15755,"$10,000,000 ","$21,486,757 ",21486757.00,71,58,39
tt0872230,My Soul to Take - Il cacciatore di anime,My Soul to Take,2010,10/8/2010,"Horror, Mystery, Thriller",107,USA,English,Wes Craven,Wes Craven,Rogue,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey, Nick Lashaway, Paulina Olszynski, Jeremy Chu, Emily Meade, Raรบl Esparza, Jessica Hecht, Frank Grillo, Danai Gurira, Harris Yulin, Shareeka Epps, Elena Hurst",A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,4.8,19298,"$25,000,000 ","$14,744,435 ",21500813.00,25,146,164
tt0454082,Black Christmas - Un Natale rosso sangue,Black Christmas,2006,9/14/2007,Horror,84,"USA, Canada",English,Glen Morgan,"Glen Morgan, Roy Moore",Dimension Films,"Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert, Kristen Cloke, Andrea Martin, Yan-Kay Crystal Lowe, Oliver Hudson, Karin Konoval, Dean Friss, Robert Mann, Jessica Harmon, Leela Savasta, Kathleen Kole, Cainan Wiebe","On Christmas Eve, an escaped maniac returns to his childhood home, which is now a sorority house, and begins to murder the sorority sisters one by one.",4.6,24399,"$9,000,000 ","$16,273,581 ",21510851.00,22,309,201
tt0335559,Appuntamento da sogno!,Win a Date with Tad Hamilton!,2004,7/23/2004,"Comedy, Romance",96,USA,English,Robert Luketic,Victor Levin,DreamWorks,"Kate Bosworth, Topher Grace, Josh Duhamel, Nathan Lane, Sean Hayes, Gary Cole, Ginnifer Goodwin, Kathryn Hahn, Octavia Spencer, Amy Smart, Ren Trostle, Wendy Worthington, Stephen Tobolowsky, Moon Bloodgood, Mary Jo Smith","A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",5.6,26373,"$22,000,000 ","$17,071,962 ",21513434.00,52,153,84
tt3235888,It Follows,It Follows,2014,7/6/2016,"Horror, Mystery, Thriller",100,USA,English,David Robert Mitchell,David Robert Mitchell,Northern Lights Films,"Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist, Maika Monroe, Lili Sepe, Charles Gertner, Debbie Williams, Olivia Luccardi, Jake Weary, Daniel Zovatto, Ruby Harris, Leisa Pulido, D.J. Oliver, Linda Boston",A young woman is followed by an unknown supernatural force after a sexual encounter.,6.8,203299,"$1,000,000 ","$14,674,076 ",21528593.00,83,1008,431
tt0379889,Il mercante di Venezia,The Merchant of Venice,2004,2/11/2005,"Drama, Romance",131,"UK, Italy, Luxembourg, USA","English, Italian, Arabic",Michael Radford,"William Shakespeare, Michael Radford",Movision,"Al Pacino, Jeremy Irons, Joseph Fiennes, Lynn Collins, Zuleikha Robinson, Kris Marshall, Charlie Cox, Heather Goldenhersh, Mackenzie Crook, John Sessions, Gregor Fisher, Ron Cook, Allan Corduner, Anton Rodgers, David Harewood","In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.",7,34545,"$30,000,000 ","$3,765,585 ",21560182.00,63,172,117
tt0124718,He Got Game,He Got Game,1998,10/21/1998,"Drama, Sport",136,USA,English,Spike Lee,Spike Lee,Touchstone Pictures,"Denzel Washington, Ray Allen, Milla Jovovich, Rosario Dawson, Hill Harper, Zelda Harris, Ned Beatty, Jim Brown, Joseph Lyle Taylor, Bill Nunn, Michele Shay, Thomas Jefferson Byrd, Roger Guenveur Smith, John Turturro, Lonette McKee",A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,6.9,43631,"$25,000,000 ","$21,567,853 ",21567853.00,64,123,54
tt0331933,L'uomo di casa,Man of the House,2005,8/5/2005,"Comedy, Crime",100,USA,English,Stephen Herek,"John J. McLaughlin, Scott Lobdell",Revolution Studios,"Tommy Lee Jones, Cedric the Entertainer, Christina Milian, Paula Garcรฉs, Monica Keena, Vanessa Ferlito, Kelli Garner, Anne Archer, Brian Van Holt, Shea Whigham, Terry Dale Parks, R. Lee Ermey, Paget Brewster, Shannon Woodward, Liz Vassey",A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.,5.4,22555,"$40,000,000 ","$19,699,706 ",21577624.00,35,96,63
tt0093793,Fuga dal futuro - Danger Zone,Project X,1987,4/14/1988,"Comedy, Drama, Sci-Fi",108,USA,"English, American Sign Language",Jonathan Kaplan,"Lawrence Lasker, Stanley Weiser",Amercent Films,"Willie, Okko, Karanja, Luke, Harry, Arthur, Ciafu, Lucy, Lulu, Mousie, Matthew Broderick, Helen Hunt, William Sadler, Johnny Ray McGhee, Jonathan Stark","An Air Force pilot joins a top secret military experiment involving chimps, but begins to suspect there might be something more to the mysterious ""Project X"".",6.1,9991,"$18,000,000 ","$18,532,286 ",21589395.00,61,36,19
tt0100514,La recluta,The Rookie,1990,4/5/1991,"Action, Crime, Drama",120,USA,English,Clint Eastwood,"Boaz Yakin, Scott Spiegel",Warner Bros.,"Clint Eastwood, Charlie Sheen, Raul Julia, Sรดnia Braga, Tom Skerritt, Lara Flynn Boyle, Pepe Serna, Marco Rodrรญguez, Pete Randall, Donna Mitchell, Xander Berkeley, Tony Plana, David Sherrill, Hal Williams, Lloyd Nelson",A veteran detective gets stuck with a rookie cop when in pursuit of a German crook.,5.9,24941,"$10,000,000 ","$21,633,874 ",21633874.00,41,88,37
tt0283139,White Oleander,White Oleander,2002,1/31/2003,Drama,109,USA,"English, Russian",Peter Kosminsky,"Janet Fitch, Mary Agnes Donoghue",Warner Bros.,"Amy Aquino, John Billingsley, Elisa Bocanegra, Darlene Bohorquez, Solomon Burke Jr., Scott Allan Campbell, Sam Catlin, Debra Christofferson, Billy Connolly, Marc Donato, Svetlana Efremova, Patrick Fugit, Vernon Haas, Sean Happy, Cole Hauser",A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,7.1,29272,"$16,000,000 ","$16,357,770 ",21672284.00,61,171,105
tt0086859,Due vite in gioco,Against All Odds,1984,3/2/1984,"Action, Adventure, Crime",128,USA,English,Taylor Hackford,"Eric Hughes, Daniel Mainwaring",Columbia Pictures,"Rachel Ward, Jeff Bridges, James Woods, Alex Karras, Jane Greer, Richard Widmark, Dorian Harewood, Swoosie Kurtz, Saul Rubinek, Pat Corley, Bill McKinney, Allen Williams, Sam Scarber, Jon St. Elwood, Tamara Stafford","A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",5.9,10476,"$13,000,000 ","$21,689,062 ",21689062.00,42,96,36
tt0072288,Una calibro 20 per lo specialista,Thunderbolt and Lightfoot,1974,10/18/1974,"Comedy, Crime, Drama",115,USA,English,Michael Cimino,Michael Cimino,The Malpaso Company,"Clint Eastwood, Jeff Bridges, Geoffrey Lewis, Catherine Bach, Gary Busey, Jack Dodson, Eugene Elman, Burton Gilliam, Roy Jenson, Claudia Lennear, Bill McKinney, Vic Tayback, Dub Taylor, Gregory Walcott, Erica Hagen","With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist.",7.1,21840,"$2,200,000 ","$21,700,000 ",21700000.00,62,114,93
tt0105151,I protagonisti,The Player,1992,11/14/1992,"Comedy, Crime, Drama",124,USA,English,Robert Altman,"Michael Tolkin, Michael Tolkin",Avenue Pictures,"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg, Peter Gallagher, Brion James, Cynthia Stevenson, Vincent D'Onofrio, Dean Stockwell, Richard E. Grant, Sydney Pollack, Lyle Lovett, Dina Merrill, Angela Hall, Leah Ayres","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",7.5,53449,"$8,000,000 ","$21,706,101 ",21706101.00,86,197,89
tt0074860,Il maratoneta,Marathon Man,1976,12/18/1976,"Crime, Thriller",125,USA,"English, French, German, Spanish, Yiddish",John Schlesinger,"William Goldman, William Goldman",Robert Evans Company,"Dustin Hoffman, Laurence Olivier, Roy Scheider, William Devane, Marthe Keller, Fritz Weaver, Richard Bright, Marc Lawrence, Allen Joseph, Tito Goya, Ben Dova, Lou Gilbert, Jacques Marin, James Wing Woo, Nicole Deslauriers","A graduate history student is unwittingly caught in the middle of an international conspiracy involving stolen diamonds, an exiled Nazi war criminal, and a rogue government agent.",7.4,56855,"$6,500,000 ","$21,709,020 ",21709020.00,64,191,92
tt0082418,L'assassino ti siede accanto,Friday the 13th Part 2,1981,4/30/1981,"Horror, Mystery, Thriller",87,USA,English,Steve Miner,"Ron Kurz, Victor Miller",Georgetown Productions Inc.,"Amy Steel, John Furey, Adrienne King, Kirsten Baker, Stuart Charno, Warrington Gillette, Walt Gorney, Marta Kober, Tom McBride, Bill Randolph, Lauren-Marie Taylor, Russell Todd, Betsy Palmer, Cliff Cudney, Jack Marks","Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant.",6.1,57078,"$1,250,000 ","$21,722,776 ",21722776.00,26,437,165
tt0366627,The Jacket,The Jacket,2005,4/1/2005,"Drama, Fantasy, Mystery",103,"Germany, USA",English,John Maybury,"Tom Bleecker, Marc Rocco",Mandalay Pictures,"Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh, Kelly Lynch, Brad Renfro, Daniel Craig, Steven Mackintosh, Brendan Coyle, Mackenzie Phillips, Laura Marano, Jason Lewis, Richard Dillane, Jonah Lotan, Angel Coulby","A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.",7.1,107314,"$29,000,000 ","$6,303,762 ",21733230.00,44,282,154
tt0324554,Appuntamento a Wicker Park,Wicker Park,2004,9/3/2004,"Drama, Mystery, Romance",114,USA,"English, Chinese",Paul McGuigan,"Gilles Mimouni, Brandon Boyce",Metro-Goldwyn-Mayer (MGM),"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger, Christopher Cousins, Jessica Parรฉ, Vlasta Vrana, Amy Sobol, Ted Whittall, Isabel Dos Santos, Joanna Noyes, Kerrilyn Keith, Mark Camacho, Marcel Jeannin, Stรฉfanie Buxton","A young Chicago advertising executive believes a woman he sees in a cafรฉ is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.",7,52235,"$30,000,000 ","$13,001,257 ",21741598.00,40,309,102
tt0103994,Come l'acqua per il cioccolato,Como agua para chocolate,1992,4/16/1992,"Drama, Romance",105,Mexico,"Spanish, English",Alfonso Arau,"Laura Esquivel, Laura Esquivel",Consejo Nacional para la Cultura y las Artes (CONACULTA),"Marco Leonardi, Lumi Cavazos, Regina Tornรฉ, Mario Ivรกn Martรญnez, Ada Carrasco, Yareli Arizmendi, Claudette Maillรฉ, Pilar Aranda, Farnesio de Bernal, Joaquรญn Garrido, Rodolfo Arias, Margarita Isabel, Sandra Arau, Andrรฉs Garcรญa Jr., Regino Herrera","When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",7.1,16662,"$2,000,000 ","$21,665,468 ",21744201.00,86,164,35
tt0046816,L'ammutinamento del Caine,The Caine Mutiny,1954,12/9/1954,"Drama, War",124,USA,English,Edward Dmytryk,"Stanley Roberts, Michael Blankfort",Columbia Pictures,"Humphrey Bogart, Josรฉ Ferrer, Van Johnson, Fred MacMurray, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie","When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",7.7,23931,"$2,000,000 ","$21,750,000 ",21750000.00,63,182,47
tt6421110,Proud Mary,Proud Mary,2018,1/12/2018,"Action, Crime, Drama",89,USA,"English, Russian",Babak Najafi,"John Stuart Newman, Christian Swegal",Screen Gems,"Taraji P. Henson, Billy Brown, Jahi Di'Allo Winston, Neal McDonough, Margaret Avery, Xander Berkeley, Rade Serbedzija, Erik LaRay Harvey, Danny Glover, Adobuere Ebiama, Owen Burke, Bo Cleary, Therese Plaehn, James Milord, Alex Portenko","Mary (Taraji P. Henson) is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.",4.9,8442,"$14,000,000 ","$20,877,013 ",21753365.00,35,110,78
tt0884726,Il magico mondo di Oz,Legends of Oz: Dorothy's Return,2013,6/12/2014,"Animation, Adventure, Family",88,"USA, India",English,"Will Finn, Daniel St. Pierre","Roger S. Baum, Randi Barnes",Summertime Entertainment (II),"Dan Aykroyd, Jim Belushi, Kelsey Grammer, Lea Michele, Tacey Adams, Michael Krawic, Martin Short, Bernadette Peters, Randi Soyland, Oliver Platt, Hugh Dancy, Brian Blessed, Douglas Hodge, Debi Derryberry, Randy Crenshaw","Shortly after a tornado rips through her Kansas home, Dorothy returns to Oz to save her friends from a villainous jester.",5.1,5489,"$70,000,000 ","$8,462,347 ",21755418.00,25,63,53
tt1758595,Diana - La storia segreta di Lady D,Diana,2013,10/3/2013,"Biography, Drama, Romance",113,"UK, France, Sweden, Belgium",English,Oliver Hirschbiegel,"Stephen Jeffreys, Kate Snell",Ecosse Films,"Naomi Watts, Cas Anvar, Charles Edwards, James Puddephatt, Douglas Hodge, Ilan Goodman, Geraldine James, Prasanna Puwanarajah, Rose O'Loughlin, Michael Hadley, Naveen Andrews, Juliet Stevenson, Max Wrottesley, Christopher Birch, Nathaniel Facey","During the last two years of her life, Princess Diana embarks on a final rite of passage: a secret love affair with Pakistani heart surgeon Hasnat Khan.",5.5,18750,"$15,000,000 ","$335,359 ",21766271.00,35,95,153
tt0088146,Storia di un soldato,A Soldier's Story,1984,11/2/1984,"Crime, Drama, Mystery",101,USA,English,Norman Jewison,"Charles Fuller, Charles Fuller",Columbia Pictures,"Howard E. Rollins Jr., Adolph Caesar, Art Evans, David Alan Grier, David Harris, Dennis Lipscomb, Larry Riley, Robert Townsend, Denzel Washington, William Allen Young, Patti LaBelle, Wings Hauser, Scott Paulin, John Hancock, Trey Wilson",An African-American officer investigates a murder in a racially charged situation in World War II.,7.2,8609,"$6,000,000 ","$21,821,347 ",21821347.00,66,59,28
tt2883434,Black or White,Black or White,2014,3/5/2015,Drama,121,USA,English,Mike Binder,Mike Binder,BlackWhite,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr, Mpho Koaho, Anthony Mackie, Andrรฉ Holland, Gillian Jacobs, Jennifer Ehle, Paula Newsome, Indigo, Bertha Bindewald, Joe Chrest, Ireyon Johnson, Janeline Hayes","A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",6.6,11473,"$9,000,000 ","$21,571,189 ",21833967.00,45,65,95
tt0339412,Mr. 3000,Mr 3000,2004,9/17/2004,"Comedy, Drama, Romance",104,USA,English,Charles Stone III,"Eric Champnella, Keith Mitchell",Touchstone Pictures,"Bernie Mac, Angela Bassett, Michael Rispoli, Brian White, Ian Anthony Dale, Evan Jones, Amaury Nolasco, Dondrรฉ T. Whitfield, Paul Sorvino, Earl Billings, Chris Noth, Neil Brown Jr., Scott Martin Brooks, Rich Komenich, David Devey","Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",5.5,13718,"$30,000,000 ","$21,811,187 ",21839377.00,57,69,66
tt0110877,Il postino,Il postino,1994,9/22/1994,"Biography, Comedy, Drama",108,"Italy, France, Belgium","Italian, Spanish","Michael Radford, Massimo Troisi","Antonio Skรกrmeta, Furio Scarpelli",Cecchi Gori Group Tiger Cinematografica,"Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti, Sergio Solli, Carlo Di Maio, Nando Neri, Vincenzo Di Sauro, Orazio Stracuzzi, Alfredo Cozzolino, Mariano Rigillo, Anna Bonaiuto","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",7.7,32836,"$3,000,000 ","$21,848,932 ",21898920.00,81,123,43
tt0089173,Venerdรฌ 13: il terrore continua,Friday the 13th: A New Beginning,1985,8/14/1986,"Horror, Mystery, Thriller",92,USA,English,Danny Steinmann,"Martin Kitrosser, David Cohen",Georgetown Productions Inc.,"Anthony Barrile, Suzanne Bateman, Dominick Brascia, Todd Bryant, Curtis Conaway, Juliette Cummins, Bob DeSimone, John Robert Dixon, Corey Feldman, Jere Fields, Tiffany Helm, Melanie Kinnaman, Richard Lineback, Carol Locatell, Ric Mancini","Still haunted by his past, Tommy Jarvis - who, as a child, killed Jason Voorhees - wonders if the serial killer is connected to a series of brutal murders occurring in and around the secluded halfway house where he now lives.",4.8,32655,"$2,200,000 ","$21,930,418 ",21930418.00,16,390,152
tt1308729,Jimmy Bobo - Bullet to the Head,Bullet to the Head,2012,4/4/2013,"Action, Crime, Thriller",92,"USA, India, Switzerland",English,Walter Hill,"Alessandro Camon, Alexis Nolent",IM Global,"Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje, Jason Momoa, Christian Slater, Jon Seda, Holt McCallany, Brian Van Holt, Weronika Rosati, Dane Rhodes, Marcus Lyle Brown, Andrew Austin-Peterson, Paul Etheredge, Robert Cavan Carruth","After watching their respective partners die, a New Orleans hitman and a Washington, D.C. detective form an alliance in order to bring down their common enemy.",5.7,46846,"$45,000,000 ","$9,489,829 ",21947209.00,48,157,293
tt0488658,Mi sono perso il Natale,Unaccompanied Minors,2006,1/5/2007,"Adventure, Comedy, Family",90,USA,"English, Spanish",Paul Feig,"Jacob Meszaros, Mya Stark",Warner Bros.,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Dyllan Christopher, Brett Kelly, Gia Mantegna, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaรฑa, Jessica Walter, Rob Riggle, Michelle Sandler, David Koechner, B.J. Novak",A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.,5.3,10227,"$25,000,000 ","$16,655,224 ",21949234.00,43,64,78
tt9086228,Gretel e Hansel,Gretel & Hansel,2020,8/19/2020,"Fantasy, Horror, Mystery",87,"Canada, USA, Ireland, South Africa",English,Oz Perkins,Rob Hayes,Orion Pictures,"Sophia Lillis, Samuel Leakey, Alice Krige, Jessica De Gouw, Fiona O'Shaughnessy, Donncha Crowley, Jonathan Gunning, Charles Babalola, Giulia Doherty, Jonathan Delaney Tynan, Darlene Garr, Melody Carrillo, Nessa Last, Harry O'Cualachรกin","A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",5.3,18390,"$5,000,000 ","$15,347,654 ",21966625.00,64,418,154
tt0071402,Il giustiziere della notte,Death Wish,1974,12/12/1974,"Action, Crime, Drama",93,"USA, Canada","English, Italian, German, French",Michael Winner,"Brian Garfield, Wendell Mayes",Dino De Laurentiis,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats, William Redfield, Stuart Margolin, Stephen Elliott, Kathleen Tolan, Jack Wallace, Fred J. Scollay, Chris Gampel, Robert Kya-Hill, Edward Grover, Jeff Goldblum, Christopher Logan",A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,7,34751,"$3,000,000 ","$22,000,000 ",22000000.00,51,230,108
tt0765120,Un bacio romantico,My Blueberry Nights,2007,3/27/2008,"Drama, Romance",95,"China, France, USA, Hong Kong",English,Kar-Wai Wong,"Kar-Wai Wong, Lawrence Block",Block 2 Pictures,"Jude Law, Norah Jones, Chad R. Davis, Katya Blumenberg, John Malloy, Demetrius Butler, Frankie Faison, David Strathairn, Adriane Lenox, Rachel Weisz, Benjamin Kanes, Cat Power, Michael Hartnett, Natalie Portman, Michael May",A young lonely woman takes a soul-searching journey across America to resolve her questions about love while encountering a series of offbeat characters along the way.,6.6,51225,"$10,000,000 ","$867,275 ",22007671.00,52,130,196
tt0499554,Reno 911!: Miami,Reno 911!: Miami,2007,2/23/2007,"Comedy, Crime",80,USA,English,Robert Ben Garant,"Robert Ben Garant, Thomas Lennon",Twentieth Century Fox,"Lennie Loftin, Danny DeVito, Robert Ben Garant, Niecy Nash, Mary Birdsong, Kerri Kenney, Wendi McLendon-Covey, Carlos Alazraqui, Cedric Yarbrough, Thomas Lennon, Alejandra Gutierrez, Brandon Molale, Kathryn Fiore, David Koechner, Dave Holmes",A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,5.9,26072,"$10,000,000 ","$20,342,161 ",22021262.00,47,78,88
tt0361841,Tutte le ex del mio ragazzo,Little Black Book,2004,1/21/2005,"Comedy, Romance, Drama",107,USA,English,Nick Hurran,"Melissa Carter, Melissa Carter",Revolution Studios,"Brittany Murphy, Holly Hunter, Kathy Bates, Ron Livingston, Julianne Nicholson, Stephen Tobolowsky, Kevin Sussman, Rashida Jones, Josie Maran, Jason Antoon, Sharon Lawrence, Gavin Rossdale, Cress Williams, Dave Annable, Yvette Nicole Brown","A woman snoops through her boyfriend's palm pilot and reveals his former girlfriends, which causes her to question why they're still listed in his little black book.",5.3,17180,"$35,000,000 ","$20,698,668 ",22035509.00,36,118,75
tt2378507,Il castello di vetro,The Glass Castle,2017,12/6/2018,"Biography, Drama",127,USA,English,Destin Daniel Cretton,"Destin Daniel Cretton, Andrew Lanham",Lionsgate,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson, Chandler Head, Max Greenfield, Josh Caras, Charlie Shotwell, Iain Armitage, Sarah Snook, Sadie Sink, Olivia Kate Rice, Brigette Lundy-Paine, Shree Crooks, Eden Grace Redfield",A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,7.1,28388,"$9,000,000 ","$17,273,059 ",22088533.00,56,142,162
tt0097770,Sorvegliato speciale,Lock Up,1989,12/1/1989,"Action, Crime, Drama",109,USA,English,John Flynn,"Richard Smith, Jeb Stuart",White Eagle,"Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham, Tom Sizemore, Frank McRae, Darlanne Fluegel, William Allen Young, Larry Romano, Jordan Lund, John Lilla, Dean Rader-Duval, Jerry Strivelli, David Anthony Marshall, Kurek Ashley","With only six months left of his sentence, inmate Frank Leone is transferred from a minimum security prison to a maximum security prison by a vindictive warden.",6.4,37474,"$24,000,000 ","$22,099,847 ",22099847.00,52,84,62
tt1742334,Sabotage,Sabotage,2014,3/28/2014,"Action, Crime, Drama",109,USA,"English, Spanish",David Ayer,"Skip Woods, David Ayer",Open Road Films (II),"Arnold Schwarzenegger, Sam Worthington, Joe Manganiello, Josh Holloway, Terrence Howard, Max Martini, Kevin Vance, Mark Schlegel, Ned Yousef, Mireille Enos, Maurice Compte, Martin Donovan, Michael Monks, Nick Chacon, Tim Ware",Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,5.7,58237,"$35,000,000 ","$10,508,518 ",22126842.00,41,244,250
tt0419946,Presa mortale,The Marine,2006,6/8/2007,"Action, Comedy, Drama",92,USA,"English, Arabic",John Bonito,"Michelle Gallagher, Michelle Gallagher",Twentieth Century Fox,"John Cena, Robert Patrick, Kelly Carlson, Anthony Ray Parker, Abigail Bianca, Jerome Ehlers, Manu Bennett, Damon Gibson, Drew Powell, Frank Carlopio, Firass Dirani, Remi Broadway, Steve Harman, Damien Bryson, Robert Coleby",A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,4.7,32004,"$20,000,000 ","$18,844,784 ",22165608.00,45,304,86
tt0097981,Nightmare 5 - Il mito,A Nightmare on Elm Street: The Dream Child,1989,8/11/1989,"Fantasy, Horror",89,USA,English,Stephen Hopkins,"Wes Craven, John Skipp",New Line Cinema,"Robert Englund, Lisa Wilcox, Kelly Jo Minter, Danny Hassel, Erika Anderson, Nicholas Mele, Joe Seely, Valorie Armstrong, Burr DeBenning, Clarence Felder, Michael Ashton, Beatrice Boepple, Matt Borlenghi, Noble Craig, E.R. Davies","The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",5.2,39826,"$6,000,000 ","$22,168,359 ",22168359.00,54,264,108
tt2473794,Turner,Mr. Turner,2014,1/29/2015,"Biography, Drama, History",150,"UK, France, Germany, USA",English,Mike Leigh,Mike Leigh,Amusement Park Films,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey, Karl Johnson, Ruth Sheen, Sandy Foster, Amy Dawson, Lesley Manville, Martin Savage, Richard Bremmer, Niall Buggy, Fred Pearson, Tom Edden, Jamie Thomas King","An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",6.8,23959,GBP 8200000,"$3,958,500 ",22179785.00,94,188,270
tt1374992,Upside Down,Upside Down,2012,2/28/2013,"Drama, Fantasy, Romance",109,"Canada, France",English,Juan Solanas,"Juan Solanas, Juan Solanas",Upside Down Films,"Jim Sturgess, Kirsten Dunst, Timothy Spall, Blu Mankuma, Nicholas Rose, James Kidnie, Vlasta Vrana, Kate Trotter, Holly Uloth, Elliott Larson, Maurane Arcand, Janine Theriault, Vincent Messina, Cole K. Mickenzie, Paul Ahmarani","Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love.",6.4,68662,"$60,000,000 ","$105,095 ",22187813.00,45,193,175
